"","intervention","id_engagement_engin","victime","commune","categorie","id_engin","heure","jour","duree_engin_hms","duree_engin_min"
"11462",37989,11462,0,"BOBIGNY","INCENDIE",1279,4,"samedi",05:12:18.0,312.3
"11463",8777988,11463,0,"NOGENT-SUR-MARNE","SECOURS A PERSONNE",1282,15,"vendredi",01:57:06.0,117.1
"11464",7417987,11464,0,"8EME ARRONDISSEMENT","SECOURS A PERSONNE",1527,18,"vendredi",00:59:47.5,59.79
"11465",9597988,11465,0,"7EME ARRONDISSEMENT","SECOURS A PERSONNE",1527,14,"vendredi",00:59:47.5,59.79
"11466",4037988,11466,0,"ISSY-LES-MOULINEAUX","SECOURS A PERSONNE",1538,15,"vendredi",00:59:47.5,59.79
"11467",557989,11467,0,"NOISY-LE-GRAND","SECOURS A PERSONNE",1548,14,"vendredi",00:59:47.5,59.79
"11468",1937988,11468,0,"SAINT-MAUR-DES-FOSSES","SECOURS A PERSONNE",1558,15,"vendredi",00:59:47.5,59.79
"11469",4707988,11469,0,"VALENTON","SECOURS A PERSONNE",1558,19,"vendredi",00:59:47.5,59.79
"11470",4037988,11470,0,"ISSY-LES-MOULINEAUX","SECOURS A PERSONNE",1658,15,"vendredi",01:50:55.0,110.92
"11471",7217988,11471,0,"TREMBLAY-EN-FRANCE","Autres",1706,13,"vendredi",00:59:47.5,59.79
"11472",957988,11472,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",2285,2,"samedi",01:00:59.0,60.98
"11473",8507987,11473,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",2285,20,"vendredi",01:00:33.0,60.55
"11474",2317990,11474,1,"THIAIS","ACCIDENT",4006,21,"samedi",01:36:08.0,96.13
"11475",3517989,11475,1,"ROSNY-SOUS-BOIS","SECOURS A PERSONNE",4008,7,"samedi",01:02:36.0,62.6
"11476",1187990,11476,1,"MONTREUIL","SECOURS A PERSONNE",4008,16,"samedi",01:27:12.0,87.2
"11477",7387990,11477,1,"16EME ARRONDISSEMENT","SECOURS A PERSONNE",4042,13,"samedi",01:00:29.0,60.48
"11478",4677989,11478,1,"16EME ARRONDISSEMENT","SECOURS A PERSONNE",4042,12,"samedi",01:12:35.0,72.58
"11479",4507989,11479,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",4044,11,"samedi",01:08:59.0,68.98
"11480",4177990,11480,0,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",4044,13,"samedi",22:11:44.0,1331.73
"11481",1187990,11481,0,"MONTREUIL","SECOURS A PERSONNE",4049,16,"samedi",01:02:03.0,62.05
"11482",7977990,11482,0,"IVRY-SUR-SEINE","SECOURS A PERSONNE",4051,9,"samedi",00:44:23.0,44.38
"11483",8647989,11483,0,"MEUDON","SECOURS A PERSONNE",4054,22,"samedi",02:43:14.0,163.23
"11484",2307991,11484,0,"MONTROUGE","SECOURS A PERSONNE",4054,21,"samedi",00:37:41.0,37.68
"11485",6837990,11485,0,"AULNAY-SOUS-BOIS","ACCIDENT",4065,23,"samedi",01:33:04.0,93.07
"11486",9887989,11486,0,"AULNAY-SOUS-BOIS","Autres",4065,1,"dimanche",00:22:21.0,22.35
"11487",6567989,11487,0,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",4066,18,"samedi",00:51:30.0,51.5
"11488",1697991,11488,1,"5EME ARRONDISSEMENT","SECOURS A PERSONNE",4068,14,"samedi",01:58:22.0,118.37
"11489",9537990,11489,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",4081,9,"samedi",00:41:54.0,41.9
"11490",3577989,11490,0,"BAGNOLET","SECOURS A PERSONNE",4081,8,"samedi",00:23:48.0,23.8
"11491",3357990,11491,0,"BOULOGNE-BILLANCOURT","Autres",4204,22,"samedi",22:11:43.0,1331.72
"11492",3357990,11492,0,"BOULOGNE-BILLANCOURT","Autres",4204,22,"samedi",00:01:28.0,1.47
"11493",5907990,11493,0,"VILLENEUVE-SAINT-GEORGES","SECOURS A PERSONNE",4207,0,"dimanche",00:36:28.0,36.47
"11494",8107990,11494,1,"CHOISY-LE-ROI","SECOURS A PERSONNE",4207,14,"samedi",01:15:52.0,75.87
"11495",5757990,11495,1,"2EME ARRONDISSEMENT","SECOURS A PERSONNE",4208,3,"dimanche",01:12:47.0,72.78
"11496",8127989,11496,1,"MAISONS-ALFORT","SECOURS A PERSONNE",4212,21,"samedi",01:05:14.0,65.23
"11497",9727989,11497,0,"ABLON-SUR-SEINE","SECOURS A PERSONNE",4221,0,"dimanche",22:11:39.0,1331.65
"11498",9727989,11498,1,"ABLON-SUR-SEINE","SECOURS A PERSONNE",4221,0,"dimanche",00:59:16.0,59.27
"11499",6587991,11499,1,"LIVRY-GARGAN","SECOURS A PERSONNE",4231,6,"dimanche",01:03:28.0,63.47
"11500",5857990,11500,1,"10EME ARRONDISSEMENT","SECOURS A PERSONNE",4232,9,"samedi",00:45:58.0,45.97
"11501",4197989,11501,1,"2EME ARRONDISSEMENT","SECOURS A PERSONNE",4232,10,"samedi",01:43:23.0,103.38
"11502",9977991,11502,1,"ALFORTVILLE","SECOURS A PERSONNE",4246,6,"dimanche",01:15:24.0,75.4
"11503",297991,11503,0,"CRETEIL","INCENDIE",4246,10,"samedi",00:01:49.0,1.82
"11504",3107990,11504,0,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",4288,18,"samedi",01:03:47.0,63.78
"11505",7387989,11505,1,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",4300,19,"samedi",00:38:16.0,38.27
"11506",1017991,11506,0,"NEUILLY-SUR-SEINE","Autres",4587,4,"dimanche",00:16:50.0,16.83
"11507",637990,11507,0,"AULNAY-SOUS-BOIS","INCENDIE",4597,4,"dimanche",01:27:35.0,87.58
"11508",9797990,11508,0,"BONDY","INCENDIE",4597,14,"samedi",00:32:26.0,32.43
"11509",2777992,11509,0,"BONDY","INCENDIE",4650,5,"dimanche",04:36:54.0,276.9
"11510",7377989,11510,0,"BOIS-COLOMBES","SECOURS A PERSONNE",4651,19,"samedi",00:48:33.0,48.55
"11511",7627990,11511,0,"AULNAY-SOUS-BOIS","INCENDIE",4703,17,"samedi",22:11:47.0,1331.78
"11512",6307990,11512,0,"DRANCY","Autres",4703,13,"samedi",01:44:13.0,104.22
"11513",6867990,11513,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",4963,0,"dimanche",01:27:07.0,87.12
"11514",5527990,11514,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",4963,20,"samedi",01:04:27.0,64.45
"11515",77991,11515,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",4965,14,"samedi",01:33:40.0,93.67
"11516",9507990,11516,1,"PANTIN","SECOURS A PERSONNE",4965,7,"samedi",01:45:35.0,105.58
"11517",8877989,11517,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",5005,22,"samedi",01:27:22.0,87.37
"11518",5177990,11518,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",5005,12,"samedi",01:02:12.0,62.2
"11519",9587990,11519,1,"18EME ARRONDISSEMENT","SECOURS A PERSONNE",5084,10,"samedi",01:17:22.0,77.37
"11520",1347991,11520,1,"18EME ARRONDISSEMENT","SECOURS A PERSONNE",5084,11,"samedi",01:13:16.0,73.27
"11521",9407990,11521,1,"CHAMPIGNY-SUR-MARNE","SECOURS A PERSONNE",5087,3,"dimanche",01:05:35.0,65.58
"11522",6827989,11522,0,"VILLENEUVE-LA-GARENNE","ACCIDENT",5088,18,"samedi",01:46:54.0,106.9
"11523",5327990,11523,1,"VILLENEUVE-LA-GARENNE","SECOURS A PERSONNE",5089,15,"samedi",01:45:46.0,105.77
"11524",8887991,11524,1,"8EME ARRONDISSEMENT","SECOURS A PERSONNE",5097,5,"dimanche",01:25:58.0,85.97
"11525",4237990,11525,0,"CHATENAY-MALABRY","SECOURS A PERSONNE",5137,14,"samedi",01:07:05.0,67.08
"11526",6547990,11526,1,"VILLE-D'AVRAY","SECOURS A PERSONNE",5137,18,"samedi",01:27:09.0,87.15
"11527",7927990,11527,1,"5EME ARRONDISSEMENT","SECOURS A PERSONNE",5144,2,"dimanche",01:07:18.0,67.3
"11528",5997990,11528,1,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",5144,4,"dimanche",01:21:07.0,81.12
"11529",5747989,11529,1,"SAINT-OUEN","SECOURS A PERSONNE",5145,15,"samedi",00:24:44.0,24.73
"11530",1657990,11530,1,"AUBERVILLIERS","SECOURS A PERSONNE",5146,14,"samedi",00:57:45.0,57.75
"11531",217990,11531,1,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",5149,2,"dimanche",00:50:34.0,50.57
"11532",9207990,11532,1,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",5149,20,"samedi",01:10:14.0,70.23
"11533",267991,11533,0,"CLAMART","SECOURS A PERSONNE",5155,9,"samedi",01:10:40.0,70.67
"11534",7777990,11534,0,"HAY-LES-ROSES (L')","INCENDIE",5169,20,"samedi",01:00:12.0,60.2
"11535",797991,11535,1,"SEVRES","SECOURS A PERSONNE",5176,20,"samedi",01:38:49.0,98.82
"11536",6627989,11536,1,"MONTREUIL","SECOURS A PERSONNE",5179,17,"samedi",01:07:39.0,67.65
"11537",2697989,11537,0,"AUBERVILLIERS","Autres",2287,16,"vendredi",00:42:21.0,42.35
"11538",5207988,11538,1,"NANTERRE","SECOURS A PERSONNE",2288,16,"vendredi",01:19:50.0,79.83
"11539",8427988,11539,0,"9EME ARRONDISSEMENT","Autres",2303,2,"samedi",00:48:17.0,48.28
"11540",4897988,11540,1,"8EME ARRONDISSEMENT","SECOURS A PERSONNE",2303,10,"vendredi",01:53:29.0,113.48
"11541",4897987,11541,1,"PARAY-VIEILLE-POSTE","SECOURS A PERSONNE",2315,10,"vendredi",00:53:38.0,53.63
"11542",8897988,11542,0,"CHEVILLY-LARUE","ACCIDENT",2315,15,"vendredi",00:00:30.0,0.5
"11543",1377988,11543,1,"GENNEVILLIERS","ACCIDENT",2318,3,"samedi",01:45:55.0,105.92
"11544",6177987,11544,0,"13EME ARRONDISSEMENT","Autres",2319,13,"vendredi",00:44:12.0,44.2
"11545",727989,11545,0,"GENTILLY","Autres",2359,18,"vendredi",00:30:15.0,30.25
"11546",4227988,11546,0,"BONDY","Autres",2360,19,"vendredi",00:17:04.0,17.07
"11547",1837989,11547,0,"ASNIERES-SUR-SEINE","Autres",2365,18,"vendredi",00:27:43.0,27.72
"11548",5997988,11548,0,"16EME ARRONDISSEMENT","Autres",2367,19,"vendredi",00:57:23.0,57.38
"11549",7637988,11549,0,"SAINT-DENIS","Autres",2391,20,"vendredi",00:31:05.0,31.08
"11550",3537990,11550,1,"4EME ARRONDISSEMENT","SECOURS A PERSONNE",2398,6,"samedi",00:56:02.0,56.03
"11551",6267988,11551,1,"NOISY-LE-GRAND","SECOURS A PERSONNE",2403,3,"samedi",00:46:50.0,46.83
"11552",6757988,11552,1,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",2407,12,"vendredi",01:34:28.0,94.47
"11553",2977988,11553,1,"VILLIERS-SUR-MARNE","SECOURS A PERSONNE",2419,9,"vendredi",01:20:58.0,80.97
"11554",7867987,11554,0,"VILLENEUVE-LE-ROI","Autres",2435,18,"vendredi",00:15:11.0,15.18
"11555",5577987,11555,1,"VILLENEUVE-LE-ROI","SECOURS A PERSONNE",2435,12,"vendredi",01:04:28.0,64.47
"11556",6947988,11556,0,"DRANCY","ACCIDENT",2461,8,"vendredi",00:41:09.0,41.15
"11557",6517987,11557,0,"DRANCY","SECOURS A PERSONNE",2461,15,"vendredi",01:05:16.0,65.27
"11558",5037987,11558,1,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",2524,10,"vendredi",01:13:46.0,73.77
"11559",2447988,11559,1,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",2524,14,"vendredi",01:39:45.0,99.75
"11560",5897987,11560,0,"FONTENAY-SOUS-BOIS","Autres",2537,12,"vendredi",00:32:46.0,32.77
"11561",5077988,11561,0,"16EME ARRONDISSEMENT","Autres",2538,14,"vendredi",02:17:25.0,137.42
"11562",8747988,11562,1,"7EME ARRONDISSEMENT","SECOURS A PERSONNE",2581,13,"vendredi",00:31:40.0,31.67
"11563",4597987,11563,1,"8EME ARRONDISSEMENT","SECOURS A PERSONNE",2581,9,"vendredi",01:22:51.0,82.85
"11564",7957988,11564,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",2582,22,"vendredi",01:07:37.0,67.62
"11565",7117990,11565,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",2582,6,"samedi",00:45:44.0,45.73
"11566",17988,11566,1,"2EME ARRONDISSEMENT","SECOURS A PERSONNE",2599,22,"vendredi",00:42:56.0,42.93
"11567",9997988,11567,1,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",2599,1,"samedi",01:07:11.0,67.18
"11568",887988,11568,1,"17EME ARRONDISSEMENT","ACCIDENT",2601,1,"samedi",00:42:31.0,42.52
"11569",2767988,11569,1,"17EME ARRONDISSEMENT","SECOURS A PERSONNE",2601,22,"vendredi",00:32:58.0,32.97
"11570",9327988,11570,0,"RUEIL-MALMAISON","ACCIDENT",2618,9,"vendredi",00:30:50.0,30.83
"11571",7087988,11571,1,"RUEIL-MALMAISON","ACCIDENT",2618,10,"vendredi",01:05:57.0,65.95
"11572",4717988,11572,1,"ALFORTVILLE","SECOURS A PERSONNE",2622,21,"vendredi",01:08:10.0,68.17
"11573",5157987,11573,1,"DRANCY","SECOURS A PERSONNE",2623,11,"vendredi",01:25:06.0,85.1
"11574",6037987,11574,0,"MEUDON","Autres",2937,13,"vendredi",00:03:51.0,3.85
"11575",807989,11575,1,"BAGNEUX","ACCIDENT",2939,19,"vendredi",01:09:27.0,69.45
"11576",4147987,11576,0,"17EME ARRONDISSEMENT","Autres",2958,7,"vendredi",01:09:38.0,69.63
